"Wallet Address","Tier","Tier Deposit Limit (VPND)","Deposited VPND","Wallet Points","Combined Points","VAPE Claimed","VAPE Value (USD)","Original Fee (USD)","Dynamic Fee (USD)","Original ROI (x)","Dynamic ROI (x)","Original Profit/Loss (USD)","Dynamic Profit/Loss (USD)","Original Profitable?","Dynamic Profitable?"
"0xff22a35a25865cc60f22adbf79acb3f42adee6b1","0","5,000","3,750.15","112,631.9","112,504.39","0.6014","0.10","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x0ff6a7857a3f91c75f4cf2f33c4eb0ba0f27640c","0","5,000","4,000.07","108,001.78","243,001.78","0.5767","0.09","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x8932afc812520dacfdcca38f037b6e80958f9e9a","0","5,000","5,000","105,000","0","0.5606","0.09","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x877e7fdaa8d76d20c41762d063c3b7947dac76bd","0","5,000","4,047.63","101,190.77","0","0.5403","0.09","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x6d2c1e7a5325e1cffa2c2c52136f3ca206d5669e","0","5,000","5,000","100,000","0","0.5339","0.09","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xc0805e89313fe3251072016bb8d1c02a38aa5632","0","5,000","5,000","95,000","0","0.5072","0.08","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x40f91043ea8bc25c5d35123d11203b8be9dc65bf","0","5,000","5,000","90,010","90,000","0.4806","0.08","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x300f00437198cbe0f841c7db55a1fe970b6a5319","0","5,000","5,000","90,000","0","0.4805","0.08","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x659ebb7a0813ad2107592b3ec67be500e2792992","0","5,000","3,080.64","86,258.05","0","0.4606","0.07","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xeceb3bc3d347dd3a41a0c90223e9fe3952674d28","0","5,000","2,873.48","86,204.28","86,204.28","0.4603","0.07","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x8c9e5391866e6e05d2d884e7970f0f0793277880","0","5,000","2,999","83,972","0","0.4484","0.07","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x2fd934f9920c9d2fab006e4ea9cb8357aefde3f0","0","5,000","3,065","80,411.05","80,256.67","0.4293","0.07","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xf6878bc768d664afdf815898d1f908be54eedc52","0","5,000","5,000","80,000","0","0.4271","0.07","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xcc57971374fcdf76a73341a54996c4a6f8dde1c9","0","5,000","5,000","80,000","0","0.4271","0.07","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x08da821717d3a2436fbb56e1de9c421c001a9648","0","5,000","5,000","80,000","0","0.4271","0.07","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x03dae2b6ec973a97db36486c51914ddc8efe9048","0","5,000","5,000","80,000","0","0.4271","0.07","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x1b1e4349d2af614904ee0ffafe19f95a45cdeb35","0","5,000","5,000","75,000","0","0.4004","0.06","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x3bc28cc96c8ae2eec361bc5e01c01e75f2c7b3d5","0","5,000","2,670.05","73,491.82","0","0.3924","0.06","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xb4b107638cf0df8afb87e34ca31adfcb9f399e3d","0","5,000","2,432.91","72,987.16","72,987.16","0.3897","0.06","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x1f1cfe5e8afd4106632548a9e67401ac28572e05","0","5,000","2,394.75","71,842.4","0","0.3836","0.06","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xf0d7dffe65576d4328bd9eea58869d0387b0c005","0","5,000","1,963.12","58,893.66","0","0.3144","0.05","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x2a95913741cc5a3e812d9ec0c861d86e568ec284","0","5,000","1,885.3","52,788.4","0","0.2819","0.05","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x85b5a8344a1724cd534328e4006bfd517daeb503","0","5,000","5,000","45,000","45,000","0.2403","0.04","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x7fbfba8204c9c15d66fe1429a072752081a23ed7","0","5,000","5,000","45,000","45,000","0.2403","0.04","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xc67fbb1fd4dc8bccb340fde1737230e6d84a974d","0","5,000","5,000","30,060","110,060","0.1605","0.03","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x71e15cbb415ead455c86e5a11b07e5ec54512fb6","0","5,000","953.77","28,612.99","28,612.99","0.1528","0.02","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x43ae7aa991b61d4b6ae9b175f00c3c0abbb08f45","0","5,000","1,427","28,540","0","0.1524","0.02","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x0bd5d4c398f7a58741f3befceec6b84730ec3b3e","0","5,000","5,000","25,020","25,000","0.1336","0.02","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xfc030e7d6edf79f19e722dee7fe83e9ffac9ce54","0","5,000","740.46","22,652.04","22,612.74","0.1209","0.02","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xfcc46b36098f6d2490097b0c6f0ac5c97b212d5e","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xf78dad600e80716805bab5db735d9ff3ca966733","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xf661459c9dc544a674104b3322957fb198907e0d","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xf338cc8098cb0f0b0b35ffc8aeeaf86fdecedbb7","0","5,000","0","0","216,005,077.82","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xede1b3fa24cd09be8263d8c6ab145234457b0982","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xedcba6be63ef49ea9422eaa82a94949e06754252","0","5,000","0","0","24,020,806.4","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xebd2ad98fcc53ee0c4e72adb4ea336a42fc250de","0","5,000","0","0","110,060","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xebbdc7ea2019adc3fe4326d88c597c0f093ce784","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xe88c3ff1db5aa8b329e40a3f28257ba5eb69007d","0","5,000","0","0","1,299,511.83","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xe81e09df966dd3a62e7bdf5a0e4b5bdb5603af35","0","5,000","0","0","8,065,735.22","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xe53543563ff3df5b8399ef4d6eccf2b10b35ef82","0","5,000","0","0","24,020,806.4","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xe3e863c282e3f1593796587301f14298e839466a","0","5,000","0","0","25,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xe08e95f51e5f8eeaeb1ee6065ae2c16884943e12","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xe05e8c7e51478553878c2d7332de50e9e4f7286f","0","5,000","0","0","1,800,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xda4f874ece4f3910a4fdccde7fb649bea50c6291","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xd65cdb4051ad040e31ab2d4dbac6265f0fc2ee9b","0","5,000","0","0","23,617,453.74","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xd62d21d619b082b47bcb875603f06f121f00c941","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xca3be6c4b9336038dc01bf317c1288fc13edbdaa","0","5,000","0","0","8,065,735.22","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xc213ae792bc642cb8526aad91c7586e086b84eb5","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xbe5d979c964e5d7d6f9786ceb697216953a7ffe8","0","5,000","0","0","8,065,735.22","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xbe2aa3a87356f431de0a26f52dbd25b513bdd763","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xbcf507bf620c3bd65874feaa4400cd924e432a14","0","5,000","0","0","739,687.89","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xb7faca3585241e899f3c96668bee199617b39332","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xb4a280b84381c864b5c60bfbfd426fc53852be96","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xb0933e8b1d0559149b5edd8cb58e6e7bdbf6a15d","0","5,000","0","0","150,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xaf06b9c4cd3ff54de97bbeaf336fed0c47796c2c","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xaed7ec9b3e4e5f21ec5b44c7c1edb15f7be9bbea","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xacbf3bb1efd82640c43f93df145aa64f2b86f667","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xabdb06ac1bbd963097df3630b042a9a067feb976","0","5,000","0","0","211,462,432.6","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xaaf907387e561fbe0e36cce58ed602b2abc5b8cf","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0xaabcfd19a71ea44c639a988ad3357e4f4e5fc779","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x984becaf762a006552706f5cf0f58cce09675b70","0","5,000","0","0","135,117,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x94c740f171592fcc0b152d90a177bec88e541974","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x9418d21ce57ea6f2afb8429e640ce79830a04948","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x91c0762fe463fc72b0464e0b859ef639e801991a","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x904e60863ed6e4fc2fb4e26d9f3fe4079381d689","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x8c39df93724f9057f083434e8b954370c7a830ed","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x8a79dc25fbaf8643c22d961448fd76833b5e81a4","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x8a65e11fe169386718e1979043fc3a5126c8949a","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x86bb239d7f94cadf707f9ac52e932aa42371111b","0","5,000","0","0","1,620,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x864ea716df37cb55823681d04cf3332a851d54e0","0","5,000","0","0","24,020,806.4","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x86246bdca1750f0b2bbfe8b24da1ecb40d87fc66","0","5,000","0","0","211,462,432.6","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x83f3df36610f3a07304d246d197c5036ec11239b","0","5,000","0","0","299,886.02","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x80f7e693fc2920998b10571b420d8b9845b0afe4","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x7942fe304321342371c1d9b7da3ede4f292ca658","0","5,000","0","0","50,400,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x776819a6a003b208093ca944b34221ae59237d57","0","5,000","0","0","1,800,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x75a81fb04136ae22cc1dea7ef010d6e94dafcdf7","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x73bbdd988d9efa1043747b799e5119f0f79679e0","0","5,000","0","0","211,462,432.6","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x6e8c3d389b30c522669548dd5c60aa26436442ac","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x6a296ef4c5e716fd2bcaaff9041cc3e2ca54efec","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x6a26fe32cbc9c782fcfd33b5a5998d0631927a1d","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x695a078d7015986a14e0b29959b3c0777aea7a6d","0","5,000","0","0","8,065,735.22","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x68d27176a5a747b91854cb7e32313f958a814a4d","0","5,000","0","0","10,661,934.03","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x64284e30d519df74104341231728eeff17be2144","0","5,000","0","0","1,620,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x61f0420c8e792b28c61eb67dccad2defa5ba11a3","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x5e57624bf4f9041445911e8f5497b4eabad02a24","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x5e32d78031752af2b9b2ae6bebd4aa5ec1d2156a","0","5,000","0","0","8,065,735.22","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x5d79bf0111f178b7ca050ded0608e6693a45e8c5","0","5,000","0","0","1,800,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x58da399155cb7b41da4a2df9315c776790fee951","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x57db0ea93e1007de9758f05b99fa8f02f62b3230","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x57c0d8652b1055791563ba3ea341a31524bd84c3","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x56054523262f089b0ec202adfe63fee5a9bac5b8","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x4fe70543947325393966e9f69847db40debbc4ec","0","5,000","0","0","150,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x4b3b72e6cb646711a5744e8383a619114ec44f90","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x4987b10eea5e453a9e9daec805f42f60ad38b0ce","0","5,000","0","0","23,617,453.74","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x48f8dc61316a7569bdce0d14a94884a27cd803e4","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x46973d7f1d38938211c296ff818070ff8c1b57a6","0","5,000","0","0","2,954,161.8","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x45b09f568a5333283ccabda649bd9a0ee53050a4","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x4404f908e7ae121fca7a9ea9db6902d5e8624f07","0","5,000","0","0","234,606,938.3","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x44021db3162e5baac4637ae1520077473e25bd92","0","5,000","0","0","24,020,806.4","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x429c712d9aa50a93a07377e3aef081e9ef343312","0","5,000","0","0","7,392,119.31","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x4233b033fc4348d14e9e81cd3d8f95ac51b0fcef","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x4095266532479952aaf9f31b247a44e6ed65ac26","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x3d1dedd0c9e64c82192f5eb4a17d03ac31738d88","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x3d0145bdc675fe89a1bc50ecb55c6be237568b70","0","5,000","0","0","8,065,735.22","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x34182508cb615a917f2ae185147b8125fbf54220","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x26d1b321729b6c021823e130d005f0f3bc9174ef","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x259f381b0d3e0cc60f9a83a8b6e973df36d80879","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x1f4d5640f1b571a1136b48422ede81d00e5455c8","0","5,000","0","0","150,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x1e2c2fd904276d2d56f485f47bcbe37898afafd0","0","5,000","0","0","24,655,918.85","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x1dbf4ce8fc3874aa6143dcbe0ef6a0fc23e5a44f","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x1bf2402db06b87513fa69cfd6ff16d970db4a62e","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x1bc719bca17f90944d420a7de9c85d2ca13d69d3","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x19dead03929743c097016fb3d2c24924d842e6ed","0","5,000","0","0","21,132,960","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x17650afea949f40f9abe05470e17d2d003377b37","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x163f6e3592fde1798c386692a918d87181ec0f7a","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x106299331ab5f33a1d862b7b2be7f3f824dcbccd","0","5,000","0","0","8,065,735.22","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x0efc56448f39d84fd85e631dcc40fedac152c2d3","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x0d1972fd5de4178b73571cd56c480ed4b7890020","0","5,000","0","0","0","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x0b3f35d92fcf68e560e43dfce5b5309b8f9291c4","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x0a386a16a851d476d1f6336d429f850f943a77c3","0","5,000","0","0","24,000,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x060f729a9d7471956d2516dc8cfed6589d4c6b32","0","5,000","0","0","1,620,000","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x0577f8438448a38db0e5b0abf49d1b8f3fd65c32","0","5,000","0","0","7,366,017.07","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"
"0x04ac91676d54c44f63270f872583a24660a5f566","0","5,000","0","0","159,586.3","0.0000","0.00","0.00","0.00","N/A","N/A","N/A","N/A","Free Tier","Free Tier"

"SUMMARY STATISTICS"

"Metric","Value"
"Season","30"
"VAPE Price at Season","$0.1600"
"Reference VAPE Price (Original Fee Design)","$0.6060"
"Price Multiplier","0.2640"

"Total Users","267"
"Users with Paid Pass (Tier 1+)","112"
"Users on Free Tier (Tier 0)","155"

"Total Original Fees Collected","$1305.00"
"Total Dynamic Fees (Proposed)","$344.55"
"Fee Reduction","73.6%"

"Total VAPE Value Distributed","$2123.44"

"PROFITABILITY ANALYSIS (Paid Pass Users Only)"
"Original Pricing - Profitable Users","33 / 112 (29.5%)"
"Dynamic Pricing - Profitable Users","109 / 112 (97.3%)"
"Improvement","+76 users (+67.9%)"

"Average Original ROI","1.63x"
"Average Dynamic ROI","6.16x"

"PRICING MODEL"
"Formula","Dynamic Fee = Original Fee × (Current VAPE Price / Reference VAPE Price)"
"Example (Tier 10)","$100 × ($0.16 / $0.606) = $26.40"

"TIER FEE COMPARISON"
"Tier","Deposit Limit","Original Fee","Dynamic Fee","Reduction"
"0","5,000 VPND","$0.00","$0.00","N/A"
"1","10,000 VPND","$0.50","$0.13","74%"
"2","25,000 VPND","$1.00","$0.26","74%"
"3","60,000 VPND","$2.00","$0.53","74%"
"4","150,000 VPND","$4.00","$1.06","74%"
"5","350,000 VPND","$8.00","$2.11","74%"
"6","800,000 VPND","$15.00","$3.96","74%"
"7","1,800,000 VPND","$30.00","$7.92","74%"
"8","4,500,000 VPND","$50.00","$13.20","74%"
"9","12,000,000 VPND","$75.00","$19.80","74%"
"10","Unlimited VPND","$100.00","$26.40","74%"
